#1
double	HDU(8761,11) #T_Aussen	Q_Lueft	Q_Heiz	Raumtemp	Te_gl	Q_el_tot	CO2	Raumfeuchte	Strom	TWW	
16768800	8.5	-1.33	0.00	22.87	14.75	2.41	1029.88	46.01	110.55	0.00	
16772400	7.8	-1.37	0.00	22.53	14.75	2.32	1086.86	47.04	104.18	0.00	
16776000	8	-1.33	0.00	22.30	14.75	2.26	1127.02	47.77	102.70	0.00	
16779600	10.4	-1.09	0.00	22.14	14.75	6.02	1155.32	48.47	107.46	0.00	
16783200	11	-1.05	0.00	22.26	14.75	6.54	1175.26	48.42	139.41	0.00	
16786800	12.2	-0.99	0.00	22.71	14.75	7.81	1152.86	47.41	221.94	4.90	
16790400	16.5	-0.61	0.00	22.85	14.75	6.23	1112.77	47.45	308.63	4.90	
16794000	17	-0.59	0.00	23.16	14.75	7.81	1060.23	47.01	357.89	2.80	
16797600	17.3	-0.59	0.00	23.43	14.75	8.97	986.75	46.57	388.59	2.80	
16801200	18.3	-1.90	0.00	23.96	14.75	9.55	934.97	45.36	408.94	2.80	
16804800	20	-1.37	0.00	24.07	14.75	11.60	898.48	45.29	431.67	2.80	
16808400	20.7	-1.19	0.00	24.25	14.75	7.17	872.77	45.02	422.33	2.80	
16812000	20.9	-1.17	0.00	24.41	14.75	6.05	891.10	44.91	383.83	2.80	
16815600	20.7	-1.26	0.00	24.51	14.75	5.30	904.02	44.93	353.85	7.00	
16819200	21.7	-1.01	0.00	24.71	14.75	5.21	913.12	44.67	348.73	7.00	
16822800	21	-1.40	0.00	25.16	14.75	9.03	968.13	43.80	379.31	8.40	
16826400	20.5	-1.61	0.00	25.34	14.75	10.26	1043.35	43.68	436.19	8.40	
16830000	19.6	-1.88	0.00	25.29	14.75	7.69	1096.36	44.10	471.36	8.40	
16833600	18.8	-2.08	0.00	25.17	14.75	7.14	1133.71	44.69	429.29	1.40	
16837200	18.9	-2.01	0.00	25.08	14.75	6.34	1160.03	45.24	350.63	1.40	
16840800	18.4	-21.06	0.00	23.57	14.75	5.08	458.53	48.83	329.81	1.40	
16844400	18.3	-19.50	0.00	23.21	14.75	3.72	684.24	50.15	277.27	0.00	
16848000	18.4	-17.44	0.00	22.94	15.08	3.45	843.29	51.24	200.57	0.00	
16851600	17.7	-0.56	0.00	23.69	15.08	2.72	955.38	49.40	148.04	0.00	
16855200	17.7	-0.55	0.00	23.57	15.08	2.41	1034.36	50.05	116.32	0.00	
16858800	17.5	-0.56	0.00	23.49	15.08	2.32	1090.02	50.66	105.37	0.00	
16862400	17.3	-0.57	0.00	23.38	15.08	2.26	1129.24	51.29	102.76	0.00	
16866000	17.2	-0.58	0.00	23.35	15.08	5.51	1156.88	51.71	102.99	0.00	
16869600	17.6	-0.55	0.00	23.44	15.08	6.04	1176.36	51.84	108.83	0.00	
16873200	18.4	-1.71	0.00	23.63	15.08	7.35	1153.64	51.67	156.01	4.90	
16876800	19.6	-1.49	0.00	24.07	15.08	6.23	1113.32	50.75	264.72	4.90	
16880400	19.9	-1.53	0.00	24.47	15.08	7.81	1060.62	49.95	379.67	2.80	
16884000	21	-1.24	0.00	24.67	15.08	8.97	987.02	49.70	440.48	2.80	
16887600	22.1	-1.06	0.00	25.15	15.08	9.55	935.16	48.72	488.32	2.80	
16891200	24.3	-0.52	0.00	25.66	15.08	11.28	898.62	47.72	494.56	2.80	
16894800	24.5	-0.56	0.00	26.02	15.08	7.17	872.86	47.05	401.33	2.80	
16898400	24.7	-0.57	0.00	26.27	15.08	6.05	891.17	46.70	324.28	2.80	
16902000	24.9	-0.56	0.00	26.48	15.08	5.30	904.06	46.47	288.04	7.00	
16905600	25.4	-0.51	0.00	26.81	15.08	5.21	913.15	45.91	255.37	7.00	
16909200	24.8	-0.93	0.00	27.47	15.08	8.74	968.16	44.61	265.97	8.40	
16912800	24.4	-1.15	0.00	27.76	15.08	9.97	1043.37	44.26	327.37	8.40	
16916400	23.9	-1.35	0.00	27.91	15.08	7.69	1096.37	44.32	383.00	8.40	
16920000	20.7	-22.53	0.00	26.13	15.08	7.14	457.18	51.15	368.31	1.40	
16923600	19	-27.37	0.00	25.22	15.08	6.34	449.83	56.39	342.54	1.40	
16927200	18.1	-28.65	0.00	24.54	15.08	5.08	448.86	59.54	303.75	1.40	
16930800	17	-30.19	0.00	23.68	15.08	3.72	447.48	62.08	223.66	0.00	
16934400	18.8	-20.02	0.00	23.81	16.50	2.76	676.46	61.91	158.51	0.00	
16938000	16	-29.45	0.00	22.57	16.50	2.36	837.81	66.70	117.04	0.00	
16941600	16.1	-26.22	0.00	22.15	16.50	2.24	951.51	68.53	105.37	0.00	
16945200	16.3	-0.66	0.00	23.41	16.50	2.26	1031.64	63.99	102.58	0.00	
16948800	17.9	-0.52	0.00	23.41	16.50	2.53	1088.10	64.18	104.84	0.00	
16952400	17.8	-0.54	0.00	23.54	16.50	6.89	1127.89	63.87	125.25	0.00	
16956000	18.5	-1.77	0.00	23.87	16.50	8.52	1155.93	62.90	221.16	2.10	
16959600	19.8	-1.49	0.00	24.25	16.50	9.38	1139.24	61.74	308.75	35.00	
16963200	22.2	-0.94	0.00	24.90	16.50	6.47	1103.18	59.65	327.19	0.70	
16966800	24.2	-0.39	0.00	25.20	16.50	6.17	1053.47	58.75	323.56	0.70	
16970400	25.5	-0.04	0.00	25.66	16.50	6.10	981.98	57.18	314.28	0.70	
16974000	26.7	0.04	0.00	26.06	16.50	6.58	931.61	55.83	317.14	0.70	
16977600	27.2	0.04	0.00	26.56	16.50	9.11	896.12	54.24	356.05	11.20	
16981200	28.1	0.07	0.00	27.06	16.50	6.11	871.10	52.57	346.65	0.70	
16984800	27.4	-0.02	0.00	27.40	16.50	5.50	889.92	51.69	301.72	0.70	
16988400	28	0.01	0.00	27.73	16.50	5.16	903.19	50.71	269.89	0.70	
16992000	28.6	0.03	0.00	28.03	16.50	5.42	912.54	49.80	252.64	0.70	
16995600	28.4	-0.06	0.00	28.76	16.50	8.83	967.72	47.79	276.85	0.70	
16999200	28	-0.43	0.00	29.08	16.50	10.19	1043.06	47.02	344.74	3.50	
17002800	26.6	-0.90	0.00	29.17	16.50	8.15	1096.15	46.86	409.18	3.50	
17006400	24.5	-13.17	0.00	28.23	16.50	7.53	476.12	47.78	399.96	3.50	
17010000	21.3	-24.58	0.00	27.09	16.50	6.60	452.47	51.74	371.16	3.50	
17013600	20.2	-26.89	0.00	26.37	16.50	5.25	450.29	53.74	322.97	1.40	
17017200	19.4	-27.66	0.00	25.70	16.50	3.74	449.48	55.11	238.60	0.00	
17020800	20.6	-20.13	0.00	25.64	18.22	2.76	455.50	53.58	158.51	0.00	
17024400	21.4	-15.43	0.00	25.58	18.22	2.36	461.33	52.44	117.04	0.00	
17028000	20.8	-16.44	0.00	25.17	18.22	2.24	459.89	52.65	105.37	0.00	
17031600	20.4	-16.63	0.00	24.81	18.22	2.26	459.58	53.35	102.58	0.00	
17035200	19.7	-18.06	0.00	24.37	18.22	2.53	457.89	53.57	104.84	0.00	
17038800	19.4	-18.44	0.00	24.15	18.22	6.77	458.18	53.21	125.25	0.00	
17042400	19.7	-1.88	0.00	25.41	18.22	8.43	683.99	49.91	221.16	2.10	
17046000	20.6	-1.71	0.00	25.75	18.22	9.32	806.67	49.27	308.75	35.00	
17049600	23	-1.01	0.00	25.97	18.22	6.47	868.82	48.97	327.19	0.70	
17053200	24.6	-0.65	0.00	26.43	18.22	6.17	888.32	47.99	323.56	0.70	
17056800	26.7	-0.04	0.00	26.89	18.22	6.10	865.61	47.08	314.28	0.70	
17060400	27	-0.06	0.00	27.36	18.22	6.58	849.60	46.11	317.14	0.70	
17064000	26.9	-0.09	0.00	27.66	18.22	9.13	838.32	45.53	356.05	11.20	
17067600	25.6	-0.75	0.00	27.77	18.22	6.11	830.38	45.48	346.65	0.70	
17071200	27.6	-0.08	0.00	28.28	18.22	5.50	861.23	44.52	301.72	0.70	
17074800	24.4	-1.26	0.00	28.19	18.22	5.16	882.96	45.23	269.89	0.70	
17078400	24	-12.12	0.00	27.57	18.22	5.42	452.43	48.11	252.64	0.70	
17082000	21.2	-23.46	0.00	26.87	18.22	9.37	446.44	51.21	276.85	0.70	
17085600	20.8	-24.43	0.00	26.61	18.22	10.73	453.76	50.75	344.74	3.50	
17089200	19.4	-28.60	0.00	25.85	18.22	8.15	449.90	49.59	409.18	3.50	
17092800	18.3	-30.91	0.00	25.10	18.22	7.53	678.16	51.80	399.96	3.50	
17096400	16.5	-35.97	0.00	24.06	18.22	6.60	839.01	55.16	371.16	3.50	
17100000	14.9	-39.62	0.00	22.99	18.22	5.25	443.60	55.87	322.97	1.40	
17103600	14.4	-37.83	0.00	22.23	18.22	3.74	673.72	58.47	238.60	0.00	
17107200	12.6	-42.06	0.00	21.04	19.25	2.76	835.88	62.79	158.51	0.00	
17110800	12.9	-0.94	0.00	23.05	19.25	2.36	950.15	56.09	117.04	0.00	
17114400	11.3	-1.07	0.00	22.76	19.25	2.24	1030.68	57.08	105.37	0.00	
17118000	10.6	-1.11	0.00	22.51	19.25	2.26	1087.43	57.95	102.58	0.00	
17121600	10.3	-1.12	0.00	22.32	19.25	2.53	1127.42	58.60	104.84	0.00	
17125200	10.5	-1.10	0.00	22.28	19.25	7.43	1155.60	58.75	125.25	0.00	
17128800	13	-0.91	0.00	22.65	19.25	8.93	1175.45	57.69	221.16	2.10	
17132400	15.1	-0.77	0.00	23.18	19.25	9.73	1153.00	56.10	308.75	35.00	
17136000	16.1	-0.67	0.00	23.15	19.25	6.47	1112.87	56.19	327.19	0.70	
17139600	17	-0.61	0.00	23.35	19.25	6.17	1060.30	55.45	323.56	0.70	
17143200	17.8	-0.55	0.00	23.54	19.25	6.10	986.80	54.63	314.28	0.70	
17146800	18.9	-1.61	0.00	23.76	19.25	6.58	935.00	53.69	317.14	0.70	
17150400	19.5	-1.53	0.00	24.09	19.25	9.68	898.51	52.46	356.05	11.20	
17154000	20.3	-1.33	0.00	24.28	19.25	6.11	872.79	51.65	346.65	0.70	
17157600	19.5	-1.59	0.00	24.35	19.25	5.50	891.11	51.39	301.72	0.70	
17161200	19.7	-1.55	0.00	24.44	19.25	5.16	904.02	51.04	269.89	0.70	
17164800	19.7	-1.58	0.00	24.51	19.25	5.42	913.12	50.75	252.64	0.70	
17168400	19.5	-1.81	0.00	24.97	19.25	9.49	968.14	49.42	276.85	0.70	
17172000	19	-2.02	0.00	25.13	19.25	10.87	1043.35	48.98	344.74	3.50	
17175600	18.3	-2.22	0.00	25.07	19.25	8.15	1096.36	49.15	409.18	3.50	
17179200	17.4	-0.73	0.00	25.08	19.25	7.53	1133.71	49.10	399.96	3.50	
17182800	17.1	-0.75	0.00	25.01	19.25	6.60	1160.03	49.33	371.16	3.50	
17186400	16.3	-29.34	0.00	22.84	19.25	5.25	450.30	51.96	322.97	1.40	
17190000	15.4	-30.30	0.00	22.10	19.25	3.74	678.44	54.37	238.60	0.00	
17193600	13.2	-0.95	0.00	23.44	18.66	2.76	839.21	50.52	158.51	0.00	
17197200	12.3	-1.02	0.00	23.22	18.66	2.36	952.50	51.29	117.04	0.00	
17200800	12.3	-1.00	0.00	23.04	18.66	2.24	1032.33	52.10	105.37	0.00	
17204400	12.1	-1.00	0.00	22.83	18.66	2.26	1088.59	52.90	102.58	0.00	
17208000	12	-0.99	0.00	22.61	18.66	2.53	1128.24	53.78	104.84	0.00	
17211600	12.1	-0.98	0.00	22.55	18.66	7.31	1156.17	54.18	125.25	0.00	
17215200	13.2	-0.90	0.00	22.74	18.66	8.92	1175.86	53.81	221.16	2.10	
17218800	14.3	-0.83	0.00	23.06	18.66	9.79	1153.28	52.98	308.75	35.00	
17222400	14.9	-0.82	0.00	23.50	18.66	6.47	1113.08	51.77	327.19	0.70	
17226000	15.9	-0.71	0.00	23.40	18.66	6.17	1060.44	52.03	323.56	0.70	
17229600	16.9	-0.63	0.00	23.55	18.66	6.10	986.90	51.43	314.28	0.70	
17233200	17.7	-0.58	0.00	23.78	18.66	6.58	935.08	50.57	317.14	0.70	
17236800	18.2	-1.92	0.00	24.04	18.66	9.78	898.56	49.55	356.05	11.20	
17240400	17.7	-0.63	0.00	24.34	18.66	6.11	872.82	48.49	346.65	0.70	
17244000	18	-0.62	0.00	24.52	18.66	5.50	891.14	47.82	301.72	0.70	
17247600	18.5	-1.98	0.00	24.57	18.66	5.16	904.04	47.55	269.89	0.70	
17251200	18.3	-2.08	0.00	24.68	18.66	5.42	913.14	47.14	252.64	0.70	
17254800	18.2	-2.25	0.00	25.06	18.66	9.59	968.15	46.08	276.85	0.70	
17258400	17.6	-0.75	0.00	25.48	18.66	10.97	1043.36	44.97	344.74	3.50	
17262000	17	-0.79	0.00	25.36	18.66	8.15	1096.36	45.27	409.18	3.50	
17265600	16.2	-0.85	0.00	25.19	18.66	7.53	1133.71	45.74	399.96	3.50	
17269200	14.2	-1.01	0.00	24.98	18.66	6.60	1160.03	46.47	371.16	3.50	
17272800	11.5	-1.23	0.00	24.68	18.66	5.25	1178.58	47.36	322.97	1.40	
17276400	10	-1.34	0.00	24.37	18.66	3.74	1191.65	48.27	238.60	0.00	
17280000	10.2	-1.29	0.00	24.10	17.99	2.76	1200.86	49.17	158.51	0.00	
17283600	9.9	-1.29	0.00	23.82	17.99	2.36	1207.35	50.06	117.04	0.00	
17287200	9.7	-1.28	0.00	23.53	17.99	2.24	1211.93	50.97	105.37	0.00	
17290800	11.7	-1.08	0.00	23.36	17.99	2.26	1215.15	51.58	102.58	0.00	
17294400	11.4	-1.10	0.00	23.19	17.99	2.53	1217.42	52.18	104.84	0.00	
17298000	11.4	-1.10	0.00	23.16	17.99	7.37	1219.02	52.34	125.25	0.00	
17301600	12.2	-1.05	0.00	23.40	17.99	8.99	1220.15	51.77	221.16	2.10	
17305200	13.5	-0.98	0.00	23.83	17.99	9.85	1184.49	50.56	308.75	35.00	
17308800	16.3	-0.75	0.00	24.21	17.99	6.47	1135.07	49.54	327.19	0.70	
17312400	18.1	-1.95	0.00	24.06	17.99	6.17	1075.94	49.97	323.56	0.70	
17316000	19.8	-1.47	0.00	24.26	17.99	6.10	997.82	49.39	314.28	0.70	
17319600	21.5	-1.03	0.00	24.56	17.99	6.58	942.77	48.48	317.14	0.70	
17323200	22.4	-0.87	0.00	24.91	17.99	9.46	903.98	47.35	356.05	11.20	
17326800	24.2	-0.40	0.00	25.25	17.99	6.11	876.64	46.27	346.65	0.70	
17330400	24.8	-0.30	0.00	25.56	17.99	5.50	893.83	45.39	301.72	0.70	
17334000	24.2	-0.56	0.00	25.79	17.99	5.16	905.94	44.70	269.89	0.70	
17337600	23.2	-0.93	0.00	25.94	17.99	5.42	914.47	44.25	252.64	0.70	
17341200	21.8	-1.55	0.00	26.43	17.99	9.32	969.09	43.00	276.85	0.70	
17344800	21.1	-16.49	0.00	25.51	17.99	10.71	468.31	42.53	344.74	3.50	
17348400	20.8	-1.83	0.00	26.32	17.99	8.15	691.13	40.80	409.18	3.50	
17352000	19	-23.78	0.00	24.64	17.99	7.53	454.18	42.90	399.96	3.50	
17355600	18.8	-2.25	0.00	25.72	17.99	6.60	681.17	40.65	371.16	3.50	
17359200	16.3	-32.40	0.00	23.31	17.99	5.25	446.97	46.79	322.97	1.40	
17362800	16	-30.18	0.00	22.67	17.99	3.74	676.09	48.98	238.60	0.00	
17366400	15.9	-27.74	0.00	22.19	18.03	3.45	837.55	50.86	174.10	0.00	
17370000	15.8	-0.71	0.00	23.42	18.03	2.72	951.33	47.85	133.99	0.00	
17373600	15.4	-0.73	0.00	23.23	18.03	2.41	1031.51	48.78	110.55	0.00	
17377200	15.8	-0.68	0.00	23.13	18.03	2.32	1088.01	49.51	104.18	0.00	
17380800	15.6	-0.69	0.00	23.00	18.03	2.26	1127.83	50.28	102.70	0.00	
17384400	16	-0.65	0.00	22.93	18.03	5.60	1155.89	50.87	107.46	0.00	
17388000	16.3	-0.63	0.00	23.02	18.03	6.14	1175.66	51.04	139.41	0.00	
17391600	15.6	-0.72	0.00	23.19	18.03	7.56	1153.14	51.04	221.94	4.90	
17395200	16.8	-0.65	0.00	23.59	18.03	6.23	1112.97	50.40	308.63	4.90	
17398800	18.6	-1.69	0.00	23.70	18.03	7.81	1060.37	50.52	357.89	2.80	
17402400	20.4	-1.29	0.00	24.19	18.03	8.97	986.85	49.46	388.59	2.80	
17406000	20.8	-1.28	0.00	24.56	18.03	9.55	935.04	48.66	408.94	2.80	
17409600	21	-1.34	0.00	24.95	18.03	11.52	898.53	47.81	431.67	2.80	
17413200	22	-1.10	0.00	25.24	18.03	7.17	872.80	47.13	422.33	2.80	
17416800	23.5	-0.69	0.00	25.47	18.03	6.05	891.12	46.60	383.83	2.80	
17420400	23.6	-0.73	0.00	25.72	18.03	5.30	904.03	46.09	353.85	7.00	
17424000	24.1	-0.64	0.00	25.94	18.03	5.21	913.13	45.64	348.73	7.00	
17427600	23.7	-0.99	0.00	26.56	18.03	8.82	968.14	44.26	379.31	8.40	
17431200	24	-1.02	0.00	26.93	18.03	10.00	1043.36	43.62	436.19	8.40	
17434800	22.6	-1.44	0.00	26.91	18.03	7.69	1096.36	43.88	471.36	8.40	
17438400	20.1	-21.41	0.00	25.34	18.03	7.14	458.78	47.35	429.29	1.40	
17442000	19.7	-20.97	0.00	24.85	18.03	6.34	684.42	49.01	350.63	1.40	
17445600	18.4	-24.44	0.00	24.16	18.03	5.08	452.87	50.57	329.81	1.40	
17449200	17.3	-26.31	0.00	23.36	18.03	3.72	450.01	53.77	277.27	0.00	
17452800	16.7	-26.21	0.00	22.74	18.42	3.45	678.24	56.14	200.57	0.00	
17456400	16.6	-23.93	0.00	22.26	18.42	2.72	839.06	58.15	148.04	0.00	
17460000	15.8	-0.71	0.00	23.40	18.42	2.41	952.40	54.89	116.32	0.00	
17463600	16.2	-0.65	0.00	23.20	18.42	2.32	1032.26	55.92	105.37	0.00	
17467200	15	-0.75	0.00	23.00	18.42	2.26	1088.54	56.92	102.76	0.00	
17470800	15.7	-0.68	0.00	22.95	18.42	5.62	1128.20	57.46	102.99	0.00	
17474400	16.8	-0.60	0.00	23.12	18.42	6.10	1156.15	57.34	108.83	0.00	
17478000	17.2	-0.60	0.00	23.54	18.42	7.44	1139.39	56.34	156.01	4.90	
17481600	19.3	-1.58	0.00	24.01	18.42	6.23	1103.29	55.20	264.72	4.90	
17485200	19.5	-1.51	0.00	24.04	18.42	7.81	1053.54	55.40	379.67	2.80	
17488800	20.5	-1.35	0.00	24.50	18.42	8.97	982.04	54.19	440.48	2.80	
17492400	22.7	-0.80	0.00	24.92	18.42	9.55	931.65	52.84	488.32	2.80	
17496000	22.4	-0.93	0.00	25.08	18.42	11.42	896.14	52.42	494.56	2.80	
17499600	23	-0.80	0.00	25.29	18.42	7.17	871.12	51.83	401.33	2.80	
17503200	23.8	-0.63	0.00	25.59	18.42	6.05	889.94	51.05	324.28	2.80	
17506800	24	-0.64	0.00	25.82	18.42	5.30	903.20	50.44	288.04	7.00	
17510400	21.4	-1.46	0.00	25.83	18.42	5.21	912.54	50.49	255.37	7.00	
17514000	21.4	-1.62	0.00	26.28	18.42	9.00	967.73	49.42	265.97	8.40	
17517600	19.8	-2.16	0.00	26.36	18.42	10.32	1043.06	49.58	327.37	8.40	
17521200	19.5	-22.11	0.00	24.87	18.42	7.69	458.07	54.31	383.00	8.40	
17524800	18.9	-2.25	0.00	25.81	18.42	7.14	683.92	51.81	368.31	1.40	
17528400	19	-2.19	0.00	25.73	18.42	6.34	843.07	52.30	342.54	1.40	
17532000	17.8	-26.22	0.00	23.85	18.42	5.08	451.82	57.66	303.75	1.40	
17535600	16.7	-28.29	0.00	23.08	18.42	3.72	679.51	60.47	223.66	0.00	
17539200	16.3	-27.24	0.00	22.52	18.45	2.76	839.96	62.73	158.51	0.00	
17542800	16.1	-0.72	0.00	23.77	18.45	2.36	953.03	58.67	117.04	0.00	
17546400	15.3	-0.77	0.00	23.61	18.45	2.24	1032.71	59.47	105.37	0.00	
17550000	15.3	-0.76	0.00	23.48	18.45	2.26	1088.86	60.16	102.58	0.00	
17553600	15.3	-0.75	0.00	23.35	18.45	2.53	1128.42	60.86	104.84	0.00	
17557200	15	-0.78	0.00	23.30	18.45	7.10	1156.31	61.31	125.25	0.00	
17560800	15.1	-0.79	0.00	23.43	18.45	8.78	1175.95	61.10	221.16	2.10	
17564400	15.3	-0.79	0.00	23.64	18.45	9.71	1153.35	60.61	308.75	35.00	
17568000	16	-0.76	0.00	23.94	18.45	6.47	1113.12	59.75	327.19	0.70	
17571600	14.6	-0.90	0.00	24.14	18.45	6.17	1060.47	59.20	323.56	0.70	
17575200	14.6	-0.93	0.00	24.42	18.45	6.10	986.92	58.26	314.28	0.70	
17578800	16.8	-0.73	0.00	24.46	18.45	6.58	935.09	58.22	317.14	0.70	
17582400	16.8	-0.73	0.00	24.49	18.45	9.88	898.57	58.20	356.05	11.20	
17586000	16.3	-0.83	0.00	25.01	18.45	6.11	872.83	56.61	346.65	0.70	
17589600	17.2	-0.73	0.00	24.96	18.45	5.50	891.14	56.95	301.72	0.70	
17593200	18.1	-2.22	0.00	24.94	18.45	5.16	904.05	57.14	269.89	0.70	
17596800	16.1	-0.86	0.00	25.19	18.45	5.42	913.14	56.08	252.64	0.70	
17600400	14.9	-1.00	0.00	25.45	18.45	9.84	968.15	55.20	276.85	0.70	
17604000	15.2	-0.98	0.00	25.55	18.45	11.15	1043.36	54.88	344.74	3.50	
17607600	14.8	-1.00	0.00	25.45	18.45	8.15	1096.36	55.19	409.18	3.50	
17611200	14.4	-1.03	0.00	25.30	18.45	7.53	1133.71	55.71	399.96	3.50	
17614800	14.4	-1.01	0.00	25.18	18.45	6.60	1160.03	56.16	371.16	3.50	
17618400	13.3	-43.63	0.00	21.95	18.45	5.25	442.14	61.22	322.97	1.40	
17622000	12.6	-42.31	0.00	21.07	18.45	3.74	672.69	64.38	238.60	0.00	
17625600	11.5	-1.08	0.00	23.05	17.43	2.76	835.16	57.35	158.51	0.00	
17629200	11.3	-1.07	0.00	22.85	17.43	2.36	949.64	57.94	117.04	0.00	
17632800	10.1	-1.16	0.00	22.62	17.43	2.24	1030.32	58.62	105.37	0.00	
17636400	9.9	-1.16	0.00	22.40	17.43	2.26	1087.18	59.27	102.58	0.00	
17640000	10.4	-1.10	0.00	22.23	17.43	2.53	1127.24	59.79	104.84	0.00	
17643600	10.8	-1.06	0.00	22.19	17.43	7.41	1155.47	59.88	125.25	0.00	
17647200	11.2	-1.05	0.00	22.42	17.43	9.07	1175.37	59.10	221.16	2.10	
17650800	12.4	-0.99	0.00	22.85	17.43	9.93	1152.94	57.66	308.75	35.00	
17654400	14.4	-0.79	0.00	22.80	17.43	6.47	1112.83	57.72	327.19	0.70	
17658000	15.4	-0.71	0.00	22.86	17.43	6.17	1060.27	57.43	323.56	0.70	
17661600	14.8	-0.77	0.00	22.93	17.43	6.10	986.78	57.02	314.28	0.70	
17665200	13.8	-0.87	0.00	23.03	17.43	6.58	934.99	56.58	317.14	0.70	
17668800	12.8	-0.97	0.00	23.09	17.43	10.18	898.50	56.38	356.05	11.20	
17672400	13.3	-0.93	0.00	23.15	17.43	6.11	872.78	56.15	346.65	0.70	
17676000	13.3	-0.97	0.00	23.55	17.43	5.50	891.11	54.95	301.72	0.70	
17679600	14.9	-0.80	0.00	23.43	17.43	5.16	904.02	55.39	269.89	0.70	
17683200	16	-0.71	0.00	23.54	17.43	5.42	913.12	55.18	252.64	0.70	
17686800	16.2	-0.74	0.00	23.95	17.43	9.74	968.14	54.01	276.85	0.70	
17690400	13.4	-1.00	0.00	23.96	17.43	11.29	1043.35	54.18	344.74	3.50	
17694000	15.3	-0.83	0.00	24.00	17.43	8.15	1096.36	54.26	409.18	3.50	
17697600	13.7	-0.96	0.00	23.85	17.43	7.53	1133.71	54.92	399.96	3.50	
17701200	13.3	-0.98	0.00	23.72	17.43	6.60	1160.03	55.46	371.16	3.50	
17704800	13	-0.99	0.00	23.56	17.43	5.25	1178.58	56.10	322.97	1.40	
17708400	13.3	-0.94	0.00	23.37	17.43	3.74	1191.65	56.79	238.60	0.00	
17712000	13.2	-0.93	0.00	23.20	16.13	2.76	1200.86	57.42	158.51	0.00	
17715600	12.7	-0.96	0.00	23.01	16.13	2.36	1207.35	58.04	117.04	0.00	
17719200	12.4	-0.97	0.00	22.84	16.13	2.24	1211.93	58.60	105.37	0.00	
17722800	12.5	-0.95	0.00	22.68	16.13	2.26	1215.15	59.09	102.58	0.00	
17726400	12.6	-0.93	0.00	22.54	16.13	2.53	1217.42	59.51	104.84	0.00	
17730000	13.3	-0.86	0.00	22.54	16.13	7.22	1219.02	59.42	125.25	0.00	
17733600	13.2	-0.90	0.00	22.71	16.13	8.92	1220.15	58.79	221.16	2.10	
17737200	14.4	-0.83	0.00	23.10	16.13	9.78	1184.49	57.41	308.75	35.00	
17740800	16.2	-0.70	0.00	23.53	16.13	6.47	1135.07	55.98	327.19	0.70	
17744400	16.2	-0.71	0.00	23.71	16.13	6.17	1075.94	55.50	323.56	0.70	
17748000	13.9	-0.95	0.00	23.94	16.13	6.10	997.82	54.90	314.28	0.70	
17751600	14.7	-0.91	0.00	24.30	16.13	6.58	942.77	53.85	317.14	0.70	
17755200	15	-0.90	0.00	24.48	16.13	10.02	903.98	53.44	356.05	11.20	
17758800	15.6	-0.88	0.00	24.85	16.13	6.11	876.64	52.50	346.65	0.70	
17762400	16.2	-0.84	0.00	25.11	16.13	5.50	893.83	52.02	301.72	0.70	
17766000	16.5	-0.83	0.00	25.29	16.13	5.16	905.94	51.75	269.89	0.70	
17769600	16.4	-0.86	0.00	25.49	16.13	5.42	914.47	51.40	252.64	0.70	
17773200	16.5	-0.86	0.00	25.60	16.13	9.72	969.09	51.33	276.85	0.70	
17776800	16.5	-0.87	0.00	25.66	16.13	11.05	1044.02	51.49	344.74	3.50	
17780400	16	-0.91	0.00	25.61	16.13	8.15	1096.83	51.92	409.18	3.50	
17784000	16.1	-0.89	0.00	25.54	16.13	7.53	1134.04	52.41	399.96	3.50	
17787600	16.2	-0.87	0.00	25.46	16.13	6.60	1160.27	52.99	371.16	3.50	
17791200	15.8	-33.53	0.00	22.99	16.13	5.25	447.40	60.99	322.97	1.40	
17794800	15.6	-31.11	0.00	22.43	16.13	3.74	676.40	63.23	238.60	0.00	
17798400	15.6	-28.13	0.00	21.96	15.84	2.76	837.77	65.23	158.51	0.00	
17802000	15.4	-0.74	0.00	23.30	15.84	2.36	951.48	60.67	117.04	0.00	
17805600	15.8	-0.69	0.00	23.20	15.84	2.24	1031.62	61.28	105.37	0.00	
17809200	15.6	-0.70	0.00	23.07	15.84	2.26	1088.09	61.99	102.58	0.00	
17812800	16	-0.65	0.00	23.00	15.84	2.53	1127.88	62.52	104.84	0.00	
17816400	16.2	-0.64	0.00	23.01	15.84	7.01	1155.92	62.76	125.25	0.00	
17820000	16.6	-0.62	0.00	23.17	15.84	8.66	1175.69	62.48	221.16	2.10	
17823600	17.3	-0.61	0.00	23.63	15.84	9.56	1153.16	61.14	308.75	35.00	
17827200	18.1	-1.94	0.00	23.97	15.84	6.47	1112.99	60.18	327.19	0.70	
17830800	18.8	-1.68	0.00	23.90	15.84	6.17	1060.38	60.56	323.56	0.70	
17834400	20	-1.36	0.00	24.10	15.84	6.10	986.86	60.00	314.28	0.70	
17838000	19.4	-1.74	0.00	24.64	15.84	6.58	935.04	58.39	317.14	0.70	
17841600	18.2	-2.17	0.00	24.81	15.84	9.78	898.53	58.16	356.05	11.20	
17845200	20.4	-1.49	0.00	24.91	15.84	6.11	872.81	58.26	346.65	0.70	
17848800	21.1	-1.44	0.00	25.42	15.84	5.50	891.13	56.94	301.72	0.70	
